UniqueKey,CollectingEventID,StartCollectingDate,EndCollectingDate,MMWRWeek,Latitude,Longitude,County,NearestPopulatedLocation,CollectionSite,NumberofTraps,CollectingMethod,PoolID,Genus,Species,NumberofSpecimens,LACResult,SLEResult,WNVResult,EEEResult,AdultFemales,AdultMales,NearestStreetAddress
1378,267,7/17/2017,7/18/2017,29,38.4194,-82.4622,Cabell,Huntington,Urban site,4,CDC Gravid Trap,921,Culex,Culex restuans,36,Negative,Negative,Positive,Negative,36,0,"3rd Street West, Huntington, Cabell Co., WV"
1379,267,7/17/2017,7/18/2017,29,38.4194,-82.4622,Cabell,Huntington,Urban site,4,CDC Gravid Trap,922,Aedes,Aedes albopictus,7,Not Tested,Not Tested,Not Tested,Not Tested,7,0,"3rd Street West, Huntington, Cabell Co., WV"
1380,268,7/17/2017,7/18/2017,29,38.4153,-82.4286,Cabell,Huntington,Urban site,3,CDC Gravid Trap,923,Aedes,Aedes japonicus,2,Not Tested,Not Tested,Not Tested,Not Tested,2,0,"9 1/2 Alley, Huntington, Cabell Co., WV"
1381,268,7/17/2017,7/18/2017,29,38.4153,-82.4286,Cabell,Huntington,Urban site,3,CDC Gravid Trap,924,Aedes,Aedes albopictus,37,Negative,Negative,Positive,Negative,37,0,"9 1/2 Alley, Huntington, Cabell Co., WV"
1382,268,7/17/2017,7/18/2017,29,38.4153,-82.4286,Cabell,Huntington,Urban site,3,CDC Gravid Trap,925,Culex,Culex restuans,50,Negative,Negative,Negative,Negative,50,0,"9 1/2 Alley, Huntington, Cabell Co., WV"
1383,268,7/17/2017,7/18/2017,29,38.4153,-82.4286,Cabell,Huntington,Urban site,3,CDC Gravid Trap,926,Culex,Culex restuans,35,Negative,Negative,Negative,Negative,35,0,"9 1/2 Alley, Huntington, Cabell Co., WV"
1384,269,7/19/2017,7/20/2017,29,38.4,-82.4958,Wayne,Huntington,Residence,4,CDC Gravid Trap,927,Aedes,Aedes albopictus,3,Not Tested,Not Tested,Not Tested,Not Tested,3,0,"Park Avenue, Huntington, Wayne Co., WV"
1385,269,7/19/2017,7/20/2017,29,38.4,-82.4958,Wayne,Huntington,Residence,4,CDC Gravid Trap,928,Culex,Culex restuans,48,Negative,Negative,Negative,Negative,48,0,"Park Avenue, Huntington, Wayne Co., WV"
1386,269,7/19/2017,7/20/2017,29,38.4,-82.4958,Wayne,Huntington,Residence,4,CDC Gravid Trap,929,Culex,Culex restuans,10,Negative,Negative,Negative,Negative,10,0,"Park Avenue, Huntington, Wayne Co., WV"
1387,269,7/19/2017,7/20/2017,29,38.4025,-82.4933,Wayne,Huntington,Residence,4,CDC Gravid Trap,930,Aedes,Aedes trivittatus,1,Not Tested,Not Tested,Not Tested,Not Tested,1,0,"2699 Park Avenue, Huntington, Wayne Co., WV"
1388,269,7/19/2017,7/20/2017,29,38.4025,-82.4933,Wayne,Huntington,Residence,4,CDC Gravid Trap,931,Aedes,Aedes albopictus,2,Not Tested,Not Tested,Not Tested,Not Tested,2,0,"2699 Park Avenue, Huntington, Wayne Co., WV"
1389,269,7/19/2017,7/20/2017,29,38.4025,-82.4933,Wayne,Huntington,Residence,4,CDC Gravid Trap,932,Culex,Culex restuans,49,Negative,Negative,Negative,Negative,49,0,"2699 Park Avenue, Huntington, Wayne Co., WV"
1390,270,7/19/2017,7/20/2017,29,38.4003,-82.5297,Wayne,Huntington,Residence,3,CDC Gravid Trap,933,Aedes,Aedes albopictus,2,Not Tested,Not Tested,Not Tested,Not Tested,2,0,"5110 Sunset Drive, Huntington, Wayne Co., WV"
1391,270,7/19/2017,7/20/2017,29,38.4003,-82.5297,Wayne,Huntington,Residence,3,CDC Gravid Trap,934,Culex,Culex restuans,44,Negative,Negative,Negative,Negative,44,0,"5110 Sunset Drive, Huntington, Wayne Co., WV"
1392,271,7/20/2017,7/21/2017,29,38.4044,-82.4997,Wayne,Huntington,Urban site,4,CDC Gravid Trap,935,Aedes,Aedes albopictus,3,Not Tested,Not Tested,Not Tested,Not Tested,3,0,"425 Camden Road, Huntington, Wayne Co., WV"
1393,271,7/20/2017,7/21/2017,29,38.4044,-82.4997,Wayne,Huntington,Urban site,4,CDC Gravid Trap,936,Culex,Culex restuans,50,Negative,Negative,Negative,Negative,50,0,"425 Camden Road, Huntington, Wayne Co., WV"
1394,271,7/20/2017,7/21/2017,29,38.4044,-82.4997,Wayne,Huntington,Urban site,4,CDC Gravid Trap,937,Culex,Culex restuans,50,Negative,Negative,Negative,Negative,50,0,"425 Camden Road, Huntington, Wayne Co., WV"
1395,271,7/20/2017,7/21/2017,29,38.4044,-82.4997,Wayne,Huntington,Urban site,4,CDC Gravid Trap,938,Culex,Culex restuans,10,Negative,Negative,Negative,Negative,10,0,"425 Camden Road, Huntington, Wayne Co., WV"
1396,272,7/20/2017,7/21/2017,29,38.4036,-82.4875,Cabell,Huntington,Residence,4,CDC Gravid Trap,939,Aedes,Aedes trivittatus,1,Not Tested,Not Tested,Not Tested,Not Tested,1,0,"1701 17th Street W, Huntington, Cabell Co., WV"
1397,272,7/20/2017,7/21/2017,29,38.4036,-82.4875,Cabell,Huntington,Residence,4,CDC Gravid Trap,940,Aedes,Aedes japonicus,1,Not Tested,Not Tested,Not Tested,Not Tested,1,0,"1701 17th Street W, Huntington, Cabell Co., WV"
1398,272,7/20/2017,7/21/2017,29,38.4036,-82.4875,Cabell,Huntington,Residence,4,CDC Gravid Trap,941,Orthopodomyia,Orthopodomyia signifera,1,Not Tested,Not Tested,Not Tested,Not Tested,1,0,"1701 17th Street W, Huntington, Cabell Co., WV"
1399,272,7/20/2017,7/21/2017,29,38.4036,-82.4875,Cabell,Huntington,Residence,4,CDC Gravid Trap,942,Culex,Culex restuans,50,Negative,Negative,Negative,Negative,50,0,"1701 17th Street W, Huntington, Cabell Co., WV"
1400,273,7/26/2017,7/26/2017,30,38.3545,-81.7208,Kanawha,South Charleston,Urban site,1,Aspirator,943,Aedes,Aedes albopictus,47,Negative,Negative,Negative,Negative,47,0,"Sunset Memorial Cemetery, South Charleston, Kanawha Co., WV"
1401,274,7/24/2017,7/26/2017,30,38.3544,-81.6885,Kanawha,South Charleston,Residence,1,CDC Gravid Trap,944,Culex,Culex spp.,11,Negative,Negative,Negative,Negative,11,0,"Miguella's House, South Charleston, Kanawha Co., WV"
1402,274,7/24/2017,7/26/2017,30,38.3544,-81.6885,Kanawha,South Charleston,Residence,1,CDC Gravid Trap,945,Aedes,Aedes japonicus,8,Not Tested,Not Tested,Not Tested,Not Tested,8,0,"Miguella's House, South Charleston, Kanawha Co., WV"
1403,275,7/24/2017,7/26/2017,30,38.3545,-81.7208,Kanawha,South Charleston,Urban site,5,CDC Gravid Trap,946,Culex,Culex spp.,21,Negative,Negative,Negative,Negative,21,0,"Sunset Memorial Cemetery, South Charleston, Kanawha Co., WV"
1404,275,7/24/2017,7/26/2017,30,38.3545,-81.7208,Kanawha,South Charleston,Urban site,5,CDC Gravid Trap,947,Aedes,Aedes albopictus,10,Negative,Negative,Negative,Negative,10,0,"Sunset Memorial Cemetery, South Charleston, Kanawha Co., WV"
1405,275,7/24/2017,7/26/2017,30,38.3545,-81.7208,Kanawha,South Charleston,Urban site,1,CDC Gravid Trap,948,Culex,Culex spp.,50,Negative,Negative,Negative,Negative,50,0,"Sunset Memorial Cemetery, South Charleston, Kanawha Co., WV"
1406,276,7/24/2017,7/26/2017,30,38.1823,-82.0338,Lincoln,Palermo,Rural site,1,CDC Gravid Trap,949,Aedes,Aedes japonicus,21,Negative,Negative,Negative,Negative,21,0,"9 Pigeon Drive, Palermo, Lincoln Co., WV"
1407,277,7/14/2017,7/14/2017,28,38.3546,-81.7208,Kanawha,South Charleston,Urban site,3,CDC Gravid Trap,950,Culex,Culex spp.,50,Negative,Negative,Negative,Negative,50,0,"Sunset Memorial Cemetery, South Charleston, Kanawha Co., WV"
1408,277,7/14/2017,7/14/2017,28,38.3546,-81.7208,Kanawha,South Charleston,Urban site,3,CDC Gravid Trap,951,Culex,Culex spp.,50,Negative,Negative,Negative,Negative,50,0,"Sunset Memorial Cemetery, South Charleston, Kanawha Co., WV"
1409,277,7/14/2017,7/14/2017,28,38.3546,-81.7208,Kanawha,South Charleston,Urban site,3,CDC Gravid Trap,952,Culex,Culex spp.,50,Negative,Negative,Negative,Negative,50,0,"Sunset Memorial Cemetery, South Charleston, Kanawha Co., WV"
1410,277,7/14/2017,7/14/2017,28,38.3546,-81.7208,Kanawha,South Charleston,Urban site,3,CDC Gravid Trap,953,Culex,Culex spp.,50,Negative,Negative,Negative,Negative,50,0,"Sunset Memorial Cemetery, South Charleston, Kanawha Co., WV"
1411,277,7/14/2017,7/14/2017,28,38.3546,-81.7208,Kanawha,South Charleston,Urban site,3,CDC Gravid Trap,954,Culex,Culex spp.,26,Negative,Negative,Negative,Negative,26,0,"Sunset Memorial Cemetery, South Charleston, Kanawha Co., WV"
1412,277,7/14/2017,7/14/2017,28,38.3546,-81.7208,Kanawha,South Charleston,Urban site,3,CDC Gravid Trap,955,Aedes,Aedes albopictus,16,Negative,Negative,Negative,Negative,16,0,"Sunset Memorial Cemetery, South Charleston, Kanawha Co., WV"
1413,278,7/27/2017,7/27/2017,30,38.3414,-81.6249,Kanawha,Charleston,Urban site,2,CDC Gravid Trap,956,Culex,Culex spp.,16,Negative,Negative,Negative,Negative,16,0,"1504 Virginia Street, Charleston, Kanawha Co., WV"
1414,279,7/26/2017,7/27/2017,30,38.4446,-81.4509,Kanawha,Elkview,Residence,3,CDC Gravid Trap,957,Aedes,Aedes japonicus,2,Not Tested,Not Tested,Not Tested,Not Tested,2,0,"Elk Estates, Elkview, Kanawha Co., WV"
1415,279,7/26/2017,7/27/2017,30,38.4446,-81.4509,Kanawha,Elkview,Residence,3,CDC Gravid Trap,958,Aedes,Aedes albopictus,1,Not Tested,Not Tested,Not Tested,Not Tested,1,0,"Elk Estates, Elkview, Kanawha Co., WV"
1416,279,7/26/2017,7/27/2017,30,38.4446,-81.4509,Kanawha,Elkview,Residence,3,CDC Gravid Trap,959,Culex,Culex restuans,11,Negative,Negative,Negative,Negative,11,0,"Elk Estates, Elkview, Kanawha Co., WV"
1417,279,7/26/2017,7/27/2017,30,38.4446,-81.4509,Kanawha,Elkview,Residence,3,CDC Gravid Trap,960,Anopheles,Anopheles quadrimaculatus,2,Not Tested,Not Tested,Not Tested,Not Tested,1,1,"Elk Estates, Elkview, Kanawha Co., WV"
1418,279,7/26/2017,7/27/2017,30,38.4446,-81.4509,Kanawha,Elkview,Residence,3,CDC Light Trap WITH dry ice,963,Culex,Culex erraticus,50,Negative,Negative,Negative,Negative,50,0,"Elk Estates, Elkview, Kanawha Co., WV"
1419,279,7/26/2017,7/27/2017,30,38.4446,-81.4509,Kanawha,Elkview,Residence,3,CDC Light Trap WITH dry ice,960,Anopheles,Anopheles punctipennis,1,Not Tested,Not Tested,Not Tested,Not Tested,1,0,"Elk Estates, Elkview, Kanawha Co., WV"
1420,279,7/26/2017,7/27/2017,30,38.4446,-81.4509,Kanawha,Elkview,Residence,,,,,,,,,,,,,
1421,279,7/26/2017,7/27/2017,30,38.4446,-81.4509,Kanawha,Elkview,Residence,3,CDC Light Trap WITH dry ice,960,Anopheles,Anopheles quadrimaculatus,2,Not Tested,Not Tested,Not Tested,Not Tested,2,0,"Elk Estates, Elkview, Kanawha Co., WV"
1422,279,7/26/2017,7/27/2017,30,38.4446,-81.4509,Kanawha,Elkview,Residence,3,CDC Light Trap WITH dry ice,964,Culex,Culex erraticus,39,Negative,Negative,Negative,Negative,39,0,"Elk Estates, Elkview, Kanawha Co., WV"
1423,279,7/26/2017,7/27/2017,30,38.4446,-81.4509,Kanawha,Elkview,Residence,3,CDC Light Trap WITH dry ice,957,Aedes,Aedes vexans,1,Not Tested,Not Tested,Not Tested,Not Tested,1,0,"Elk Estates, Elkview, Kanawha Co., WV"
1424,279,7/26/2017,7/27/2017,30,38.4446,-81.4509,Kanawha,Elkview,Residence,3,CDC Light Trap WITH dry ice,965,Uranotaenia,Uranotaenia sappharina,9,Not Tested,Not Tested,Not Tested,Not Tested,3,6,"Elk Estates, Elkview, Kanawha Co., WV"
1425,280,7/24/2017,7/25/2017,30,37.9794,-81.1344,Fayette,Oak Hill,Residence,3,CDC Gravid Trap,962,Aedes,Aedes japonicus,9,Negative,Negative,Negative,Negative,9,0,"Oak Hill Sewage Treatment, Oak Hill, Fayette Co., WV"
1426,280,7/24/2017,7/25/2017,30,37.9794,-81.1344,Fayette,Oak Hill,Residence,3,CDC Gravid Trap,961,Culex,Culex restuans,10,Negative,Negative,Negative,Negative,10,0,"Oak Hill Sewage Treatment, Oak Hill, Fayette Co., WV"
1427,280,7/24/2017,7/25/2017,30,37.9794,-81.1344,Fayette,Oak Hill,Residence,3,CDC Light Trap WITH dry ice,962,Aedes,Aedes triseriatus,1,Negative,Negative,Negative,Negative,1,0,"Oak Hill Sewage Treatment, Oak Hill, Fayette Co., WV"
1428,280,7/24/2017,7/25/2017,30,37.9794,-81.1344,Fayette,Oak Hill,Residence,3,CDC Light Trap WITH dry ice,961,Culex,Culex restuans,1,Negative,Negative,Negative,Negative,1,0,"Oak Hill Sewage Treatment, Oak Hill, Fayette Co., WV"
1429,280,7/24/2017,7/25/2017,30,37.9794,-81.1344,Fayette,Oak Hill,Residence,3,CDC Gravid Trap,962,Aedes,Aedes japonicus,9,Negative,Negative,Negative,Negative,9,0,"Oak Hill Sewage Treatment, Oak Hill, Fayette Co., WV"
1430,280,7/24/2017,7/25/2017,30,37.9794,-81.1344,Fayette,Oak Hill,Residence,3,CDC Gravid Trap,961,Culex,Culex restuans,18,Negative,Negative,Negative,Negative,18,0,"Oak Hill Sewage Treatment, Oak Hill, Fayette Co., WV"
1431,281,7/27/2017,7/28/2017,30,39.3043,-80.3511,Harrison,Clarksburg,Residence,3,CDC Gravid Trap,966,Culex,Culex restuans,4,Not Tested,Not Tested,Not Tested,Not Tested,4,0,"Clarksburg Sewage Treatment, Clarksburg, Harrison Co., WV"
1432,281,7/27/2017,7/28/2017,30,39.3043,-80.3511,Harrison,Clarksburg,Residence,3,CDC Gravid Trap,967,Aedes,Aedes japonicus,3,Negative,Negative,Negative,Negative,3,0,"Clarksburg Sewage Treatment, Clarksburg, Harrison Co., WV"
1433,281,7/27/2017,7/28/2017,30,39.3043,-80.3511,Harrison,Clarksburg,Residence,3,CDC Light Trap WITH dry ice,967,Aedes,Aedes spp.,1,Negative,Negative,Negative,Negative,1,0,"Clarksburg Sewage Treatment, Clarksburg, Harrison Co., WV"
1434,281,7/27/2017,7/28/2017,30,39.3043,-80.3511,Harrison,Clarksburg,Residence,3,CDC Light Trap WITH dry ice,967,Aedes,Aedes canadensis,1,Negative,Negative,Negative,Negative,1,0,"Clarksburg Sewage Treatment, Clarksburg, Harrison Co., WV"
1435,281,7/27/2017,7/28/2017,30,39.3043,-80.3511,Harrison,Clarksburg,Residence,3,CDC Light Trap WITH dry ice,967,Aedes,Aedes trivittatus,6,Negative,Negative,Negative,Negative,6,0,"Clarksburg Sewage Treatment, Clarksburg, Harrison Co., WV"
1436,282,7/31/2017,8/1/2017,31,38.3758,-80.8337,Nicholas,Muddlety,Wetlands,3,CDC Gravid Trap,968,Culex,Culex erraticus,47,Negative,Negative,Negative,Negative,36,0,"West Virginia Department of Highways Enoch Branch Wetlands, Muddlety, Nicholas Co., WV"
1437,282,7/31/2017,8/1/2017,31,38.3758,-80.8337,Nicholas,Muddlety,Wetlands,3,CDC Light Trap WITH dry ice,968,Culex,Culex restuans,3,Negative,Negative,Negative,Negative,3,0,"West Virginia Department of Highways Enoch Branch Wetlands, Muddlety, Nicholas Co., WV"
1438,282,7/31/2017,8/1/2017,31,38.3758,-80.8337,Nicholas,Muddlety,Wetlands,3,CDC Light Trap WITH dry ice,969,Culex,Culex restuans,32,Negative,Negative,Negative,Negative,50,0,"West Virginia Department of Highways Enoch Branch Wetlands, Muddlety, Nicholas Co., WV"
1439,282,7/31/2017,8/1/2017,31,38.3758,-80.8337,Nicholas,Muddlety,Wetlands,3,CDC Light Trap WITH dry ice,969,Culex,Culex erraticus,18,Negative,Negative,Negative,Negative,18,0,"West Virginia Department of Highways Enoch Branch Wetlands, Muddlety, Nicholas Co., WV"
1440,282,7/31/2017,8/1/2017,31,38.3758,-80.8337,Nicholas,Muddlety,Wetlands,3,CDC Light Trap WITH dry ice,970,Culex,Culex restuans,50,Negative,Negative,Negative,Negative,50,0,"West Virginia Department of Highways Enoch Branch Wetlands, Muddlety, Nicholas Co., WV"
1441,282,7/31/2017,8/1/2017,31,38.3758,-80.8337,Nicholas,Muddlety,Wetlands,3,CDC Light Trap WITH dry ice,971,Culex,Culex restuans,50,Negative,Negative,Negative,Negative,50,0,"West Virginia Department of Highways Enoch Branch Wetlands, Muddlety, Nicholas Co., WV"
1442,282,7/31/2017,8/1/2017,31,38.3758,-80.8337,Nicholas,Muddlety,Wetlands,3,CDC Light Trap WITH dry ice,972,Culex,Culex restuans,50,Negative,Negative,Negative,Negative,50,0,"West Virginia Department of Highways Enoch Branch Wetlands, Muddlety, Nicholas Co., WV"
1443,282,7/31/2017,8/1/2017,31,38.3758,-80.8337,Nicholas,Muddlety,Wetlands,3,CDC Light Trap WITH dry ice,973,Culex,Culex restuans,50,Negative,Negative,Negative,Negative,50,0,"West Virginia Department of Highways Enoch Branch Wetlands, Muddlety, Nicholas Co., WV"
1444,282,7/31/2017,8/1/2017,31,38.3758,-80.8337,Nicholas,Muddlety,Wetlands,3,CDC Light Trap WITH dry ice,974,Culex,Culex restuans,50,Negative,Negative,Negative,Negative,50,0,"West Virginia Department of Highways Enoch Branch Wetlands, Muddlety, Nicholas Co., WV"
1445,282,7/31/2017,8/1/2017,31,38.3758,-80.8337,Nicholas,Muddlety,Wetlands,3,CDC Light Trap WITH dry ice,975,Culex,Culex restuans,27,Negative,Negative,Negative,Negative,27,0,"West Virginia Department of Highways Enoch Branch Wetlands, Muddlety, Nicholas Co., WV"
1446,282,7/31/2017,8/1/2017,31,38.3758,-80.8337,Nicholas,Muddlety,Wetlands,3,CDC Light Trap WITH dry ice,975,Culex,Culex restuans,27,Negative,Negative,Negative,Negative,27,0,"West Virginia Department of Highways Enoch Branch Wetlands, Muddlety, Nicholas Co., WV"
1447,282,7/31/2017,8/1/2017,31,38.3758,-80.8337,Nicholas,Muddlety,Wetlands,3,CDC Light Trap WITH dry ice,975,Culex,Culex erraticus,23,Negative,Negative,Negative,Negative,23,0,"West Virginia Department of Highways Enoch Branch Wetlands, Muddlety, Nicholas Co., WV"
1448,282,7/31/2017,8/1/2017,31,38.3758,-80.8337,Nicholas,Muddlety,Wetlands,3,CDC Light Trap WITH dry ice,976,Culex,Culex erraticus,50,Negative,Negative,Negative,Negative,50,0,"West Virginia Department of Highways Enoch Branch Wetlands, Muddlety, Nicholas Co., WV"
1449,282,7/31/2017,8/1/2017,31,38.3758,-80.8337,Nicholas,Muddlety,Wetlands,3,CDC Light Trap WITH dry ice,977,Culex,Culex erraticus,50,Negative,Negative,Negative,Negative,50,0,"West Virginia Department of Highways Enoch Branch Wetlands, Muddlety, Nicholas Co., WV"
1450,282,7/31/2017,8/1/2017,31,38.3758,-80.8337,Nicholas,Muddlety,Wetlands,3,CDC Gravid Trap,978,Culex,Culex restuans,50,Negative,Negative,Negative,Negative,50,0,"West Virginia Department of Highways Enoch Branch Wetlands, Muddlety, Nicholas Co., WV"
1451,282,7/31/2017,8/1/2017,31,38.3758,-80.8337,Nicholas,Muddlety,Wetlands,3,CDC Gravid Trap,979,Culex,Culex restuans,42,Negative,Negative,Negative,Negative,42,0,"West Virginia Department of Highways Enoch Branch Wetlands, Muddlety, Nicholas Co., WV"
1452,282,7/31/2017,8/1/2017,31,38.3758,-80.8337,Nicholas,Muddlety,Wetlands,3,CDC Gravid Trap,979,Culex,Culex pipiens,1,Negative,Negative,Negative,Negative,1,0,"West Virginia Department of Highways Enoch Branch Wetlands, Muddlety, Nicholas Co., WV"
1453,282,7/31/2017,8/1/2017,31,38.3758,-80.8337,Nicholas,Muddlety,Wetlands,3,CDC Light Trap WITH dry ice,979,Culex,Culex restuans,7,Negative,Negative,Negative,Negative,7,0,"West Virginia Department of Highways Enoch Branch Wetlands, Muddlety, Nicholas Co., WV"
1454,282,7/31/2017,8/1/2017,31,38.3758,-80.8337,Nicholas,Muddlety,Wetlands,3,CDC Light Trap WITH dry ice,980,Culex,Culex restuans,50,Negative,Negative,Negative,Negative,50,0,"West Virginia Department of Highways Enoch Branch Wetlands, Muddlety, Nicholas Co., WV"
1455,282,7/31/2017,8/1/2017,31,38.3758,-80.8337,Nicholas,Muddlety,Wetlands,3,CDC Light Trap WITH dry ice,981,Culex,Culex restuans,50,Negative,Negative,Negative,Negative,50,0,"West Virginia Department of Highways Enoch Branch Wetlands, Muddlety, Nicholas Co., WV"
1456,282,7/31/2017,8/1/2017,31,38.3758,-80.8337,Nicholas,Muddlety,Wetlands,3,CDC Light Trap WITH dry ice,982,Culex,Culex erraticus,47,Negative,Negative,Negative,Negative,47,0,"West Virginia Department of Highways Enoch Branch Wetlands, Muddlety, Nicholas Co., WV"
1457,282,7/31/2017,8/1/2017,31,38.3758,-80.8337,Nicholas,Muddlety,Wetlands,3,CDC Light Trap WITH dry ice,982,Culex,Culex restuans,3,Negative,Negative,Negative,Negative,3,0,"West Virginia Department of Highways Enoch Branch Wetlands, Muddlety, Nicholas Co., WV"
1458,282,7/31/2017,8/1/2017,31,38.3758,-80.8337,Nicholas,Muddlety,Wetlands,3,CDC Light Trap WITH dry ice,983,Culex,Culex erraticus,16,Negative,Negative,Negative,Negative,16,0,"West Virginia Department of Highways Enoch Branch Wetlands, Muddlety, Nicholas Co., WV"
1459,282,7/31/2017,8/1/2017,31,38.3758,-80.8337,Nicholas,Muddlety,Wetlands,3,CDC Light Trap WITH dry ice,983,Culex,Culex restuans,10,Negative,Negative,Negative,Negative,4,6,"West Virginia Department of Highways Enoch Branch Wetlands, Muddlety, Nicholas Co., WV"
1460,282,7/31/2017,8/1/2017,31,38.3758,-80.8337,Nicholas,Muddlety,Wetlands,3,CDC Light Trap WITH dry ice,984,Anopheles,Anopheles punctipennis,2,Not Tested,Not Tested,Not Tested,Not Tested,2,0,"West Virginia Department of Highways Enoch Branch Wetlands, Muddlety, Nicholas Co., WV"
1461,282,7/31/2017,8/1/2017,31,38.3758,-80.8337,Nicholas,Muddlety,Wetlands,3,CDC Light Trap WITH dry ice,984,Anopheles,Anopheles quadrimaculatus,2,Not Tested,Not Tested,Not Tested,Not Tested,2,0,"West Virginia Department of Highways Enoch Branch Wetlands, Muddlety, Nicholas Co., WV"
1462,282,7/31/2017,8/1/2017,31,38.3758,-80.8337,Nicholas,Muddlety,Wetlands,3,CDC Light Trap WITH dry ice,985,Aedes,Aedes vexans,1,Not Tested,Not Tested,Not Tested,Not Tested,1,0,"West Virginia Department of Highways Enoch Branch Wetlands, Muddlety, Nicholas Co., WV"
1463,283,7/31/2017,8/1/2017,31,38.7433,-81.1939,Raleigh,MacArthur,Residence,3,CDC Gravid Trap,986,Culex,Culex restuans,23,Negative,Negative,Negative,Negative,23,0,"MacArthur Sewage Treatment, 900 Fitzpatrick Road, MacArthur, Raleigh Co., WV"
1464,284,7/31/2017,8/1/2017,31,37.9794,-81.1344,Fayette,Oak Hill,Residence,3,CDC Gravid Trap,962,Aedes,Aedes japonicus,5,Negative,Negative,Negative,Negative,5,0,"Oak Hill Sewage Treatment, Oak Hill, Fayette Co., WV"
1465,284,7/31/2017,8/1/2017,31,37.9794,-81.1344,Fayette,Oak Hill,Residence,3,CDC Gravid Trap,987,Culex,Culex restuans,13,Negative,Negative,Negative,Negative,13,0,"Oak Hill Sewage Treatment, Oak Hill, Fayette Co., WV"
1466,284,7/31/2017,8/1/2017,31,37.9794,-81.1344,Fayette,Oak Hill,Residence,1,CDC Light Trap WITH dry ice,962,Aedes,Aedes triseriatus,1,Negative,Negative,Negative,Negative,1,0,"Oak Hill Sewage Treatment, Oak Hill, Fayette Co., WV"
1467,285,8/3/2017,8/4/2017,31,37.3091,-81.1466,Mercer,Ceres,Residence,3,CDC Gravid Trap,988,Aedes,Aedes albopictus,9,Negative,Negative,Negative,Negative,8,1,"Monte Vista Cemetery, Ceres, Mercer Co., WV"
1468,285,8/3/2017,8/4/2017,31,37.3091,-81.1466,Mercer,Ceres,Residence,3,CDC Gravid Trap,988,Aedes,Aedes albopictus,11,Negative,Negative,Negative,Negative,11,0,"Monte Vista Cemetery, Ceres, Mercer Co., WV"
1469,285,8/3/2017,8/4/2017,31,37.3091,-81.1466,Mercer,Ceres,Residence,3,CDC Gravid Trap,989,Culex,Culex restuans,9,Not Tested,Not Tested,Not Tested,Not Tested,9,0,"Monte Vista Cemetery, Ceres, Mercer Co., WV"
1470,285,8/3/2017,8/4/2017,31,37.3091,-81.1466,Mercer,Ceres,Residence,3,CDC Gravid Trap,990,Aedes,Aedes japonicus,1,Not Tested,Not Tested,Not Tested,Not Tested,1,0,"Monte Vista Cemetery, Ceres, Mercer Co., WV"
1471,286,7/18/2017,7/19/2017,29,39.457,-78.0397,Berkeley,Martinsburg,Rural site,2,CDC Light Trap WITH dry ice,991,Anopheles,Anopheles punctipennis,1,Not Tested,Not Tested,Not Tested,Not Tested,1,0,"Poor House Farm Park, Martinsburg, Berkeley Co., WV"
1472,286,7/18/2017,7/19/2017,29,39.457,-78.0397,Berkeley,Martinsburg,Rural site,2,CDC Light Trap WITH dry ice,992,Aedes,Aedes trivittatus,4,Not Tested,Not Tested,Not Tested,Not Tested,4,0,"Poor House Farm Park, Martinsburg, Berkeley Co., WV"
1473,286,7/18/2017,7/19/2017,29,39.457,-78.0397,Berkeley,Martinsburg,Rural site,2,CDC Light Trap WITH dry ice,992,Aedes,Aedes japonicus,2,Not Tested,Not Tested,Not Tested,Not Tested,1,1,"Poor House Farm Park, Martinsburg, Berkeley Co., WV"
1474,286,7/18/2017,7/19/2017,29,39.457,-78.0397,Berkeley,Martinsburg,Rural site,2,CDC Light Trap WITH dry ice,993,Aedes,Aedes albopictus,1,Not Tested,Not Tested,Not Tested,Not Tested,1,0,"Poor House Farm Park, Martinsburg, Berkeley Co., WV"
1475,286,7/18/2017,7/19/2017,29,39.457,-78.0397,Berkeley,Martinsburg,Rural site,2,CDC Gravid Trap,994,Culex,Culex restuans,55,Negative,Negative,Negative,Negative,55,0,"Poor House Farm Park, Martinsburg, Berkeley Co., WV"
1476,287,7/18/2017,7/19/2017,29,39.3454,-78.0485,Berkeley,Bunker Hill,Residence,2,CDC Gravid Trap,995,Culex,Culex restuans,50,Negative,Negative,Negative,Negative,50,0,"Mill Creek Intermediate School, 8785 Winchester Avenue, Bunker Hill, Berkeley Co., WV"
1477,287,7/18/2017,7/19/2017,29,39.3454,-78.0485,Berkeley,Bunker Hill,Residence,2,CDC Gravid Trap,996,Culex,Culex restuans,50,Negative,Negative,Positive,Negative,50,0,"Mill Creek Intermediate School, 8785 Winchester Avenue, Bunker Hill, Berkeley Co., WV"
1478,287,7/18/2017,7/19/2017,29,39.3454,-78.0485,Berkeley,Bunker Hill,Residence,2,CDC Gravid Trap,997,Culex,Culex restuans,50,Negative,Negative,Negative,Negative,50,0,"Mill Creek Intermediate School, 8785 Winchester Avenue, Bunker Hill, Berkeley Co., WV"
1479,287,7/18/2017,7/19/2017,29,39.3454,-78.0485,Berkeley,Bunker Hill,Residence,2,CDC Gravid Trap,998,Culex,Culex restuans,16,Negative,Negative,Negative,Negative,15,1,"Mill Creek Intermediate School, 8785 Winchester Avenue, Bunker Hill, Berkeley Co., WV"
